Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Andrew Ladd",LW,8,0.103,54,1,992,12.718,6,0,0,19,25,3,0.4,10,6,4,23,0.295,0,78,43,4,112,1,0,19,0,64,1,31,0.397,45,-14,127,1.628,2,0,0,3,5,0,1.821,21.231,39,0.5,0,0,0,1,1656,0.162,142,1,37,1243.83,15.938,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,28,152,6,20,4,4,2,4,5,7,166,-2,2,10,0.8605,0,1,1,0,0,1,0,2,3,5,31,0
"Andrew MacDonald",D,16,0.219,151,0,1212,16.603,15,0,0,2,17,1,0,0,0,0,2,0.027,0,73,50,0,39,0,0,12,0,30,0,18,0.247,26,-5,3,0.041,0,0,0,0,0,0,0.89,26.671,174,2.384,1,0,0,0,1947,0.031,65,1,8,1449.5,19.849,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,2,185,16,2,0,0,1,0,0,2,190,0,1,1,0.1600,0,1,0,0,0,0,0,0,0,1,0,0
"Andrew Poturalski",C,0,0,1,0,24,12,0,0,0,0,0,0,0.5,24,12,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0.5,17,0,0,0,0,0,0,34,0,1,0,1,12.37,6,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Shaw",C,17,0.243,38,0,883,12.614,11,0,0,11,22,4,0.537,462,214,248,12,0.171,1,70,29,1,153,6,1,19,2,44,1,29,0.414,110,2,116,1.657,6,0,0,1,7,0,1.9,20.071,5,0.071,0,0,0,0,1405,0.09,133,0,28,1060.4,15.141,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,14,193,11,11,1,1,6,1,1,7,191,34,0,8,0.9655,0,0,5,0,0,1,0,2,0,2,29,0
"Andy Andreoff",LW,2,0.056,7,0,355,9.861,2,0,0,0,2,0,0.594,69,28,41,0,0,1,36,10,0,70,2,0,14,2,19,0,2,0.056,70,-2,1,0.028,0,0,0,0,0,0,1.056,14.639,1,0.028,0,0,0,0,527,0,38,0,5,370.46,10.272,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,0,0,0,0,0,0,77,13,0,0,0.5000,0,0,2,0,0,0,0,0,0,0,2,0
"Andy Greene",D,9,0.136,125,1,1119,16.955,6,0,0,2,8,0,0,0,0,0,4,0.061,0,66,36,1,50,0,0,4,0,54,1,13,0.197,8,-16,60,0.909,3,0,0,1,4,1,1.258,28.409,181,2.742,0,0,0,1,1875,0.048,83,0,26,1426.13,21.594,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,6,159,6,3,1,1,3,2,3,4,175,0,2,6,0.7222,0,0,0,0,0,1,1,0,1,2,0,0
"Anthony Beauvillier",C,15,0.227,26,0,792,12,14,0,0,9,23,2,0.414,297,174,123,9,0.136,0,66,30,2,81,0,0,5,0,34,0,24,0.364,10,1,19,0.288,1,0,0,0,1,0,1.53,17.197,2,0.03,0,0,0,0,1135,0.089,101,0,17,848.51,12.842,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,108,14,9,2,2,1,0,0,1,107,-51,0,3,0.5667,0,0,0,0,0,1,0,2,3,0,24,0
"Anthony Bitetto",D,7,0.241,24,0,313,10.793,7,0,0,0,7,0,0,0,0,0,0,0,0,29,8,0,43,1,0,10,0,12,0,7,0.241,25,-1,3,0.103,0,0,0,0,0,0,0.586,17.69,4,0.138,0,0,0,0,513,0,17,0,1,337.61,11.639,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,66,7,0,0,0,0,0,0,0,67,0,0,0,0.1250,0,0,1,0,0,0,0,0,0,0,0,0
"Anthony DeAngelo",D,9,0.231,48,0,548,14.051,3,0,0,3,6,1,0,0,0,0,5,0.128,2,39,22,1,31,1,0,6,0,22,0,14,0.359,37,-13,77,1.974,6,0,0,2,8,0,1.538,20.897,0,0,0,0,0,0,815,0.083,60,0,4,646.07,16.559,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,3,6,66,3,3,1,1,6,2,2,8,79,0,0,9,0.1818,0,0,0,0,0,1,0,0,0,2,0,0
"Anthony Duclair",LW,10,0.172,17,0,669,11.534,8,0,0,5,13,0,0.5,8,4,4,5,0.086,0,58,22,1,22,0,0,7,0,30,0,15,0.259,14,-7,50,0.862,2,0,0,0,2,0,1.31,18.086,0,0,0,0,0,0,1049,0.066,76,0,30,759.8,13.091,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,32,8,5,1,1,2,0,0,2,39,0,0,3,1.3636,0,0,0,0,0,2,0,0,2,2,15,0
"Anthony Mantha",RW,19,0.317,33,0,808,13.467,17,0,0,16,33,1,0.455,11,6,5,17,0.283,0,60,39,3,46,5,0,9,1,52,2,36,0.6,53,10,92,1.533,2,0,0,1,3,0,2.217,20.167,1,0.017,0,0,0,0,1210,0.128,133,0,26,935.12,15.583,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,22,89,17,16,3,3,2,1,1,3,79,-1,0,6,0.6667,0,0,5,0,1,3,0,3,1,2,36,0
"Anthony Stolarz",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.07,45.153,0,0,0,0,4,2,1,1,181,13,2.47,168,0.928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,1,1,1,0,316.07
"Antoine Bibeau",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.62,31.5,0,0,0,0,2,1,1,0,55,4,3.77,51,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,63.62
"Antoine Roussel",LW,15,0.25,45,1,712,11.867,12,0,0,12,24,0,0.438,16,9,7,12,0.2,1,60,37,3,69,9,0,25,1,39,0,27,0.45,115,1,50,0.833,3,0,0,0,3,0,1.367,23.783,92,1.533,0,0,0,0,1427,0.146,82,0,16,916.53,15.27,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,15,115,12,12,3,3,3,0,0,3,114,-2,0,6,0.4324,1,1,8,1,0,0,0,2,0,1,27,0
"Antoine Vermette",C,19,0.257,47,0,926,12.514,13,0,0,4,17,0,0.622,1227,464,763,9,0.122,1,74,29,1,53,0,0,16,0,43,0,28,0.378,42,-7,111,1.5,6,0,0,5,11,0,1.27,24.176,35,0.473,0,0,0,0,1789,0.096,94,0,14,1157.68,15.639,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,10,93,13,4,1,1,6,5,5,11,100,299,0,12,0.4828,0,0,0,0,0,0,0,2,3,0,28,0
"Anton Blidh",LW,1,0.053,4,0,152,8,1,0,0,1,2,0,0,0,0,0,1,0.053,0,19,4,0,41,1,0,1,0,11,0,2,0.105,7,-2,0,0,0,0,0,0,0,0,1.368,12.474,1,0.053,0,0,0,0,237,0.038,26,0,4,156.59,8.209,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,1,0,0,0,0,0,0,45,0,0,0,1.0000,0,0,0,0,0,0,0,0,0,0,2,0
"Anton Forsberg",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,1,0,27,4,4.0967,23,0.8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Anton Khudobin",G,1,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.09,51.568,0,0,0,0,14,7,6,1,405,39,2.84,366,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,2,2,0,0,825.09
"Anton Lander",C,3,0.136,7,0,161,7.318,3,0,0,1,4,0,0.56,141,62,79,1,0.045,0,22,4,0,28,0,0,3,0,5,0,4,0.182,6,2,0,0,0,0,0,0,0,0,0.545,15.955,32,1.455,0,0,0,0,351,0.083,12,0,8,205.53,9.31,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,1,0,0,0,0,0,0,35,17,0,0,2.0000,0,0,0,0,0,0,0,0,0,0,4,0
"Anton Lindholm",D,0,0,12,0,158,13.167,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,38,0,0,1,0,7,0,0,0,2,-8,0,0,0,0,0,0,0,0,0.583,20.417,9,0.75,0,0,0,0,245,0,7,0,2,162.65,13.485,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,50,0,0,0,0.5000,0,0,0,0,0,0,0,0,0,0,0,0
"Anton Rodin",RW,1,0.333,1,0,24,8,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0.333,0,1,1,0.333,0,0,0,0,0,0,0.667,13.333,0,0,0,0,0,0,40,0,2,0,2,19.43,6.4,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Anton Slepyshev",LW,6,0.143,15,0,438,10.429,6,0,0,4,10,2,0.4,5,3,2,4,0.095,0,42,14,0,66,0,0,2,0,16,0,10,0.238,4,5,3,0.071,0,0,0,0,0,0,1.333,15.357,0,0,0,0,0,0,645,0.071,56,0,19,452.28,10.747,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,6,4,0,0,0,0,0,0,81,-1,0,0,1.3571,0,0,0,0,0,0,0,1,0,0,10,0
"Anton Stralman",D,17,0.233,96,2,1320,18.082,11,0,0,4,15,0,0,0,0,0,5,0.068,0,73,27,0,106,0,0,10,0,53,0,22,0.301,20,1,92,1.26,6,0,0,1,7,0,1.781,26.89,158,2.164,0,0,0,0,1963,0.038,130,0,26,1648.5,22.576,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,1,1,5,203,11,4,0,0,6,1,1,7,202,0,0,7,0.9630,0,0,0,0,0,0,0,0,1,0,0,0
"Antti Niemi",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.6,45.096,0,0,0,0,30,12,12,4,880,95,3.42,785,0.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,5,2,0,0,1668.6
"Antti Raanta",G,1,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.36,51.912,0,0,0,0,26,16,8,2,782,61,2.35,721,0.922,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,4,4,1,0,1557.36
"Anze Kopitar",C,40,0.526,59,0,1168,15.368,25,0,0,7,32,2,0.527,1693,801,892,12,0.158,0,76,37,0,78,0,0,13,0,72,0,52,0.684,28,-10,188,2.474,14,0,0,5,19,0,1.974,24.697,106,1.395,1,0,0,0,1877,0.08,150,1,29,1559.39,20.506,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,12,127,26,7,0,0,15,5,5,21,137,91,1,20,0.7838,0,1,0,0,3,7,0,5,3,4,52,0
"Artem Anisimov",C,23,0.348,29,1,938,14.212,19,0,0,18,37,4,0.45,951,523,428,22,0.333,0,66,16,7,22,0,0,15,0,37,1,45,0.682,30,8,121,1.833,4,0,0,4,8,0,1.652,21.924,28,0.424,0,0,0,0,1447,0.202,109,0,35,1155.97,17.511,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,30,59,19,18,7,7,4,4,4,8,51,-95,0,15,2.1875,0,0,0,0,1,2,0,2,4,2,45,0
"Artemy Panarin",LW,43,0.512,15,4,1331,15.845,35,0,0,22,57,7,0.2,10,8,2,31,0.369,0,84,56,5,26,1,0,8,0,90,1,74,0.881,21,18,219,2.607,8,0,0,9,17,0,2.571,22.143,0,0,0,0,0,0,1860,0.144,216,0,61,1612.53,19.185,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,14,37,59,35,22,5,5,8,9,9,17,41,-6,0,22,1.0893,0,0,1,1,0,8,0,3,4,6,74,0
"Artturi Lehkonen",LW,10,0.133,25,0,906,12.08,8,0,0,15,23,2,0.5,4,2,2,18,0.24,0,75,22,3,79,0,0,4,0,51,0,28,0.373,8,-2,45,0.6,2,0,0,2,4,0,2.173,20.493,15,0.2,0,0,0,1,1537,0.11,163,1,27,1028.64,13.712,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,21,102,8,16,3,3,2,3,4,6,104,0,2,8,1.2273,0,1,0,0,0,0,0,1,1,2,28,0
"Austin Czarnik",C,8,0.163,25,0,474,9.673,5,0,0,5,10,1,0.429,133,76,57,5,0.102,0,49,11,1,19,0,0,6,0,33,0,13,0.265,12,-10,62,1.265,3,0,0,0,3,0,1.347,18.551,32,0.653,0,0,0,0,909,0.076,66,0,19,622.61,12.694,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,34,5,5,1,1,3,0,0,3,44,-19,0,4,1.7273,0,0,0,0,1,1,0,0,1,0,13,0
"Austin Watson",LW,12,0.152,68,0,803,10.165,11,0,0,5,16,2,0.405,42,25,17,5,0.063,0,79,14,0,157,13,0,18,0,25,0,17,0.215,101,15,4,0.051,0,0,0,0,0,0,1.152,17.975,97,1.228,1,0,0,0,1420,0.055,91,1,26,972.63,12.303,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,240,12,5,0,0,1,0,0,2,225,-8,1,1,1.8571,0,1,13,1,0,0,0,0,2,1,17,0
"Auston Matthews",C,29,0.345,67,1,1241,14.774,16,0,0,32,48,14,0.469,1159,615,544,40,0.476,0,84,45,8,22,0,0,6,0,113,1,69,0.821,14,1,169,2.012,13,0,0,8,21,0,3.381,23.298,0,0,0,0,0,0,1957,0.141,284,0,78,1474.15,17.54,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,16,49,90,16,32,8,8,13,8,8,21,89,-71,0,29,1.7333,1,1,0,0,1,5,0,9,4,4,69,0
"Barclay Goodrow",RW,1,0.333,1,0,31,10.333,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,1,0,1,0.333,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,54,0,3,0,1,24.01,7.993,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Beau Bennett",RW,11,0.169,13,0,741,11.4,8,0,0,7,15,0,0.188,16,13,3,8,0.123,0,65,16,1,77,0,0,10,0,46,0,19,0.292,20,-3,83,1.277,1,0,0,1,2,0,1.554,17.723,0,0,0,0,0,0,1152,0.079,101,0,19,871.8,13.408,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,87,8,7,1,1,1,1,1,2,90,-10,0,3,1.1875,0,0,0,0,0,0,0,0,0,0,19,0
"Ben Bishop",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162.97,55.442,0,0,0,0,37,18,15,5,1040,94,2.61,946,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,11,0,0,1,5,0,2162.97
"Ben Chiarot",D,10,0.169,94,0,754,12.78,10,0,0,2,12,0,0,0,0,0,2,0.034,0,59,46,0,78,1,0,13,0,11,0,12,0.203,33,2,0,0,0,0,0,0,0,0,0.831,19.763,90,1.525,0,0,0,0,1166,0.041,49,0,13,888.79,15.061,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,174,10,2,0,0,0,0,0,0,172,0,0,0,0.2826,0,0,1,0,0,0,0,0,0,0,0,0
"Ben Harpur",D,0,0,3,0,100,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,1,0,0,0,0,-1,2,0.333,0,0,0,0,0,0,0.5,25.167,0,0,0,0,0,0,151,0,3,0,2,96.23,15.877,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0.4000,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Hutton",D,14,0.197,106,0,1238,17.437,5,0,0,3,8,0,0,0,0,0,5,0.07,0,71,50,1,46,1,0,13,0,45,1,19,0.268,31,-22,110,1.549,9,0,0,2,11,1,1.831,25.07,18,0.254,0,0,0,0,1780,0.038,130,0,31,1432.14,20.161,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,3,3,7,130,5,3,1,1,9,2,2,11,152,0,0,12,0.6200,0,0,1,0,0,1,1,1,0,2,0,0
"Ben Lovejoy",D,6,0.073,150,0,1385,16.89,6,0,0,1,7,0,0,0,0,0,1,0.012,0,82,40,1,82,1,0,17,0,29,0,7,0.085,39,-7,3,0.037,0,0,0,0,0,0,1.024,27.329,228,2.78,0,0,0,0,2241,0.012,84,0,18,1681.77,20.507,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,2,225,6,1,1,1,0,0,0,0,232,0,0,1,0.4500,0,0,1,0,0,0,0,0,1,0,0,0
"Ben Smith",RW,2,0.05,41,0,354,8.85,2,0,0,2,4,0,0.515,468,227,241,2,0.05,0,40,5,0,29,0,0,2,0,14,0,4,0.1,4,-7,0,0,0,0,0,0,0,0,0.75,17.8,70,1.75,0,0,0,0,712,0.067,30,0,9,444.46,11.099,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,2,2,0,0,0,0,0,0,70,14,0,0,1.8000,0,0,0,0,0,0,0,0,0,0,4,0
"Ben Street",C,1,0.167,0,0,47,7.833,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,0,3,0,1,0.167,0,1,0,0,0,0,0,0,0,0,1.333,12.833,0,0,0,0,0,0,77,0,8,0,0,39.48,6.575,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Ben Thomson",LW,0,0,1,0,31,10.333,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,7,0,0,2,0,1,0,0,0,4,-4,0,0,0,0,0,0,0,0,2.333,15.667,0,0,0,0,0,0,47,0,7,0,0,23.15,7.61,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,-1,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Benoit Pouliot",LW,6,0.087,39,0,770,11.159,6,0,0,8,14,3,0.25,28,21,7,8,0.116,0,69,48,1,43,0,0,17,0,36,0,14,0.203,34,-6,40,0.58,0,0,0,0,0,0,1.159,20.333,71,1.029,0,0,0,0,1403,0.1,80,0,41,946.95,13.711,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,76,6,8,1,1,0,0,0,0,82,-14,0,1,0.8542,0,0,0,0,0,0,0,1,0,0,14,0
"Blake Coleman",C,1,0.043,15,0,259,11.261,1,0,0,1,2,1,0.425,226,130,96,1,0.043,0,23,12,0,51,1,0,11,0,9,0,2,0.087,27,-7,0,0,0,0,0,0,0,0,1.261,17.304,14,0.609,0,0,0,0,398,0.034,29,0,12,283.65,12.325,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,1,0,0,0,0,0,0,66,-34,0,0,1.0000,0,0,1,0,0,0,0,0,1,0,2,0
"Blake Comeau",LW,12,0.156,22,1,919,11.935,12,0,0,5,17,1,0.463,246,132,114,8,0.104,0,77,18,1,129,0,0,24,1,41,0,20,0.26,58,-19,32,0.416,0,0,0,2,2,0,1.338,20.584,106,1.377,0,0,0,1,1585,0.078,103,1,35,1139.12,14.792,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,132,12,6,1,1,0,3,4,4,151,-18,2,4,1.9444,0,1,0,0,0,0,0,1,0,0,20,0
"Blake Pietila",LW,1,0.1,5,0,113,11.3,1,0,0,0,1,0,0.511,45,22,23,0,0,0,10,1,0,16,0,0,2,0,3,0,1,0.1,4,-5,0,0,0,0,0,0,0,0,0.9,16.8,9,0.9,0,0,0,0,168,0,9,0,4,116.07,11.515,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,21,1,0,0,4.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Blake Speers",C,0,0,1,0,24,8,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.333,2,0.667,0,0,0,0,43,0,3,0,1,20.56,6.61,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,-2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Blake Wheeler",RW,48,0.585,51,3,1255,15.305,31,0,0,19,50,5,0.457,94,51,43,26,0.317,0,82,44,4,100,1,0,21,0,86,0,74,0.902,47,6,205,2.5,16,0,0,5,21,0,3.159,26.22,76,0.927,1,0,0,2,2150,0.1,259,3,39,1629.19,19.865,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,11,30,157,32,21,4,4,17,7,9,27,151,-8,5,28,0.8864,0,3,1,0,0,1,0,4,4,3,74,0
"Bo Horvat",C,32,0.395,41,1,1116,13.778,25,0,0,15,40,4,0.505,1498,742,756,20,0.247,0,81,27,1,65,1,0,11,0,78,0,52,0.642,27,-7,113,1.395,7,0,0,3,10,0,1.951,25.383,111,1.37,0,0,0,2,2056,0.127,158,2,37,1443.61,17.812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,21,99,25,17,1,1,7,5,7,14,106,14,4,13,1.3704,0,2,1,0,0,2,0,3,1,8,52,0
"Bobby Farnham",RW,0,0,2,0,24,8,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,8,1,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1.333,14.333,0,0,0,0,0,0,43,0,4,0,0,12.65,4.043,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0
"Bobby Ryan",RW,13,0.203,36,1,805,12.578,9,0,0,12,21,6,0.667,9,3,6,14,0.219,0,64,27,0,113,0,0,10,0,49,0,27,0.422,24,-3,124,1.938,4,0,0,2,6,0,1.859,19.984,0,0,0,0,0,0,1279,0.118,119,0,27,977.99,15.271,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,14,146,9,12,0,0,4,2,2,6,149,3,0,6,1.0000,0,0,0,0,0,3,0,0,3,1,27,0
"Boone Jenner",C,16,0.19,82,3,1144,13.619,15,0,0,16,31,5,0.497,185,93,92,18,0.214,0,84,20,4,231,2,0,22,1,71,0,34,0.405,64,13,61,0.726,1,0,0,0,1,0,2.595,21.774,43,0.512,0,0,0,2,1829,0.083,218,2,44,1331.98,15.854,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,22,326,15,18,4,4,1,2,4,5,313,-1,4,7,2.2000,0,2,2,0,0,0,0,3,3,2,34,0
"Borna Rendulic",RW,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,7,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Boyd Gordon",C,0,0,7,0,80,6.154,0,0,0,1,1,1,0.558,86,38,48,1,0.077,0,13,0,0,4,0,0,1,0,2,0,1,0.077,2,-5,0,0,0,0,0,0,0,0,0.615,14.154,14,1.077,0,0,0,0,184,0.125,8,0,2,94.46,7.239,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,11,10,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Bracken Kearns",C,0,0,2,0,22,11,0,0,0,0,0,0,0.588,17,7,10,0,0,0,2,0,0,5,0,0,1,0,2,0,0,0,2,-1,0,0,0,0,0,0,0,0,1.5,15.5,0,0,0,0,0,0,31,0,3,0,0,12.18,6,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Hunt",D,5,0.417,3,0,159,13.25,4,0,0,0,4,0,0,0,0,0,1,0.083,0,12,3,0,0,0,0,1,0,6,0,6,0.5,2,-1,3,0.25,1,0,0,1,2,0,1.167,21.25,2,0.167,0,0,0,0,255,0.071,14,0,4,161.32,13.404,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,2,4,0,0,0,1,1,1,2,3,0,0,2,1.3333,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Marchand",LW,46,0.561,36,4,1185,14.451,29,0,0,28,57,7,0.361,36,23,13,40,0.488,1,82,85,9,55,1,0,34,0,96,1,86,1.049,83,18,184,2.244,15,0,0,9,24,1,2.805,24.293,116,1.415,2,0,0,3,1992,0.174,230,5,70,1582.18,19.291,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,21,50,109,31,31,9,9,17,12,15,34,91,-10,8,38,0.8235,1,6,0,0,0,3,1,8,7,3,86,0
